Title,Original Price,Promotional Price,Psplus Price,Max_price,Min_price,Min_price_plus,url_games
BioShock: The Collection,"R$ 248,90","R$ 41,58","R$ 41,58","R$ 248,90","R$ 41,58","R$ 41,58",/ps4-store-br/bioshock-the-collection-game-41208/
Don’t Starve Together: Console Edition,"R$ 62,50","R$ 25,00","R$ 25,00","R$ 62,50","R$ 25,00","R$ 25,00",/ps4-store-br/dont-starve-together-console-edition-game-41214/
Jotun: Valhalla Edition,"R$ 45,90","R$ 11,47","R$ 9,17","R$ 45,90","R$ 9,18","R$ 9,17",/ps4-store-br/jotun-valhalla-edition-game-41224/
Livelock,"R$ 53,90","R$ 26,95","R$ 26,95","R$ 53,90","R$ 20,75","R$ 20,75",/ps4-store-br/livelock-game-41236/
resident evil 4,"R$ 149,99","R$ 59,99","R$ 59,99","R$ 149,99","R$ 59,99","R$ 59,99",/ps4-store-br/resident-evil-4-game-41238/
The Witcher 3: Wild Hunt – Complete Edition,"R$ 207,90","R$ 41,58","R$ 41,58","R$ 207,90","R$ 41,58","R$ 41,58",/ps4-store-br/the-witcher-3-wild-hunt-complete-edition-game-41242/
No Man’s Sky,"R$ 299,90","R$ 149,95","R$ 149,95","R$ 299,90","R$ 93,55","R$ 93,55",/ps4-store-br/no-mans-sky-game-41267/
Cast of the Seven Godsends – Redux ,"R$ 37,50","R$ 11,25","R$ 11,25","R$ 37,50","R$ 7,50","R$ 7,50",/ps4-store-br/cast-of-the-seven-godsends-redux-game-41295/
LEGO® Star Wars™: LEGO® Star Wars™: The Force Awakens de Luxo,"R$ 129,90","R$ 25,98","R$ 25,98","R$ 129,90","R$ 25,98","R$ 25,98",/ps4-store-br/lego-star-wars-lego-star-wars-the-force-awakens-de-luxo-game-41311/
Heart&Slash,"R$ 104,90","R$ 31,47","R$ 26,22","R$ 104,90","R$ 26,22","R$ 26,22",/ps4-store-br/heartslash-game-41328/
RESIDENT EVIL 5,"R$ 149,99","R$ 59,99","R$ 59,99","R$ 149,99","R$ 59,99","R$ 59,99",/ps4-store-br/resident-evil-5-game-41333/
Grand Kingdom,"R$ 124,90","R$ 24,98","R$ 24,98","R$ 124,90","R$ 24,98","R$ 24,98",/ps4-store-br/grand-kingdom-game-41344/
Umbrella Corps,"R$ 83,50","R$ 20,87","R$ 20,87","R$ 83,50","R$ 15,37","R$ 15,37",/ps4-store-br/umbrella-corps-game-41348/
Umbrella Corps Deluxe Edition,"R$ 103,90","R$ 25,97","R$ 25,97","R$ 103,90","R$ 19,22","R$ 19,22",/ps4-store-br/umbrella-corps-deluxe-edition-game-41349/
DOOM,"R$ 71,50","R$ 35,75","R$ 35,75","R$ 71,50","R$ 21,45","R$ 21,45",/ps4-store-br/doom-game-41410/
UNCHARTED 4: A Thief’s End,"R$ 79,90","R$ 39,95","R$ 39,95","R$ 79,90","R$ 39,95",Free,/ps4-store-br/uncharted-4-a-thiefs-end-game-41412/
"Invisible, Inc. Console Edition","R$ 104,90","R$ 26,22","R$ 26,22","R$ 104,90","R$ 26,22","R$ 26,22",/ps4-store-br/invisible-inc-console-edition-game-41446/
Lichdom: Battlemage,"R$ 53,90","R$ 8,08","R$ 8,08","R$ 53,90","R$ 6,22","R$ 6,22",/ps4-store-br/lichdom-battlemage-game-41448/
DARK SOULS™ III,"R$ 249,99","R$ 62,49","R$ 62,49","R$ 249,99","R$ 39,99","R$ 39,99",/ps4-store-br/dark-souls-iii-game-41453/
DiRT Rally,"R$ 199,50","R$ 24,87","R$ 24,87","R$ 199,50","R$ 24,87","R$ 24,87",/ps4-store-br/dirt-rally-game-41461/
Resident Evil 6,"R$ 149,99","R$ 39,80","R$ 39,80","R$ 149,99","R$ 39,80","R$ 39,80",/ps4-store-br/resident-evil-6-game-41477/
Sébastien Loeb Rally EVO,"R$ 99,50","R$ 19,90","R$ 19,90","R$ 99,50","R$ 19,90","R$ 16,70",/ps4-store-br/sebastien-loeb-rally-evo-game-41486/
Sheltered,"R$ 79,90","R$ 19,97","R$ 19,97","R$ 79,90","R$ 13,77","R$ 13,77",/ps4-store-br/sheltered-game-41496/
BEB: Super Mega Bundle,"R$ 104,90","R$ 20,98","R$ 10,49","R$ 104,90","R$ 20,98","R$ 10,49",/ps4-store-br/beb-super-mega-bundle-game-41503/
Blast ’Em Bunnies,"R$ 26,90","R$ 5,38","R$ 2,69","R$ 26,90","R$ 5,38","R$ 2,69",/ps4-store-br/blast-em-bunnies-game-41504/
Kholat,"R$ 104,90","R$ 26,22","R$ 15,73","R$ 104,90","R$ 26,22","R$ 15,73",/ps4-store-br/kholat-game-41506/
Heavy Rain,"R$ 99,99","R$ 39,99","R$ 34,99","R$ 99,99","R$ 32,99","R$ 32,99",/ps4-store-br/heavy-rain-game-41511/
Mortal Kombat XL,"R$ 119,99","R$ 35,99","R$ 35,99","R$ 119,99","R$ 35,99","R$ 35,99",/ps4-store-br/mortal-kombat-xl-game-41514/
The Witch and the Hundred Knight: Revival Edition,"R$ 124,90","R$ 41,21","R$ 41,21","R$ 124,90","R$ 41,21","R$ 41,21",/ps4-store-br/the-witch-and-the-hundred-knight-revival-edition-game-41519/
Atualização de Rainbow Moon para PS4™,"R$ 40,50","R$ 16,20","R$ 16,20","R$ 40,50","R$ 12,60","R$ 12,60",/ps4-store-br/atualizacao-de-rainbow-moon-para-ps4-game-41535/
Rainbow Moon,"R$ 79,90","R$ 15,98","R$ 15,98","R$ 79,90","R$ 12,50","R$ 12,50",/ps4-store-br/rainbow-moon-game-41539/
Randal’s Monday,"R$ 74,90","R$ 22,47","R$ 22,47","R$ 74,90","R$ 22,47","R$ 18,72",/ps4-store-br/randals-monday-game-41540/
Street Fighter™ V,"R$ 71,50","R$ 28,60","R$ 28,60","R$ 71,50","R$ 28,60",Free,/ps4-store-br/street-fighter-v-game-41541/
NARUTO SHIPPUDEN™: Ultimate Ninja® STORM 4,"R$ 249,99","R$ 37,49","R$ 37,49","R$ 249,99","R$ 37,49","R$ 37,49",/ps4-store-br/naruto-shippuden-ultimate-ninja-storm-4-game-41556/
Albedo: Eyes From Outer Space,"R$ 79,90","R$ 23,97","R$ 23,97","R$ 79,90","R$ 15,98","R$ 15,98",/ps4-store-br/albedo-eyes-from-outer-space-game-41558/
LEGO® Marvel’s Avengers Edição de Luxo,"R$ 199,99","R$ 49,99","R$ 49,99","R$ 199,99","R$ 49,99","R$ 49,99",/ps4-store-br/lego-marvels-avengers-edicao-de-luxo-game-41567/
Resident Evil 0,"R$ 83,50","R$ 20,87","R$ 20,87","R$ 83,50","R$ 20,87","R$ 20,87",/ps4-store-br/resident-evil-0-game-41577/
Earth Defense Force 4.1: The Shadow of New Despair,"R$ 83,50","R$ 41,75","R$ 41,75","R$ 83,50","R$ 41,75","R$ 41,75",/ps4-store-br/earth-defense-force-41-the-shadow-of-new-despair-game-41601/
BEYOND: Two Souls™,"R$ 244,50","R$ 39,99","R$ 34,99","R$ 244,50","R$ 19,99","R$ 19,99",/ps4-store-br/beyond-two-souls-game-41625/
Resident Evil Revelations 2 Edição de Luxo,"R$ 129,99","R$ 51,99","R$ 51,99","R$ 129,99","R$ 51,99","R$ 51,99",/ps4-store-br/resident-evil-revelations-2-edicao-de-luxo-game-41629/
Bloodborne™ Complete Edition Bundle,"R$ 125,50","R$ 53,96","R$ 53,96","R$ 125,50","R$ 53,96","R$ 53,96",/ps4-store-br/bloodborne-complete-edition-bundle-game-41638/
Darksiders II Deathinitive Edition,"R$ 149,50","R$ 34,38","R$ 26,90","R$ 149,50","R$ 31,22","R$ 26,90",/ps4-store-br/darksiders-ii-deathinitive-edition-game-41648/
MX vs. ATV Supercross Encore,"R$ 149,50","R$ 37,37","R$ 37,37","R$ 149,50","R$ 18,73","R$ 18,73",/ps4-store-br/mx-vs-atv-supercross-encore-game-41655/
Goosebumps: The Game,"R$ 79,90","R$ 19,97","R$ 19,97","R$ 79,90","R$ 19,97","R$ 19,97",/ps4-store-br/goosebumps-the-game-game-41671/
DISGAEA 5: ALLIANCE OF VENGEANCE,"R$ 149,50","R$ 74,75","R$ 74,75","R$ 149,50","R$ 62,45","R$ 62,45",/ps4-store-br/disgaea-5-alliance-of-vengeance-game-41680/
Xeodrifter,"R$ 53,90","R$ 10,78","R$ 10,78","R$ 53,90","R$ 10,78","R$ 5,39",/ps4-store-br/xeodrifter-game-41723/
God of War III Remastered,"R$ 99,99","R$ 49,99","R$ 49,99","R$ 99,99","R$ 49,99","R$ 49,99",/ps4-store-br/god-of-war-iii-remastered-game-41787/
Whispering Willows,"R$ 66,90","R$ 20,07","R$ 13,38","R$ 66,90","R$ 12,97","R$ 10,37",/ps4-store-br/whispering-willows-game-41800/
Resident Evil,"R$ 83,50","R$ 20,87","R$ 20,87","R$ 83,50","R$ 20,87","R$ 20,87",/ps4-store-br/resident-evil-game-41924/
Terraria: PS4™ Edition,"R$ 136,90","R$ 68,45","R$ 68,45","R$ 136,90","R$ 41,07","R$ 41,07",/ps4-store-br/terraria-ps4-edition-game-41972/
Battlefield 4™ Premium Edition,"R$ 158,99","R$ 31,79","R$ 31,79","R$ 158,99","R$ 23,84","R$ 23,84",/ps4-store-br/battlefield-4-premium-edition-game-41987/
Flockers,"R$ 133,90","R$ 20,08","R$ 20,08","R$ 133,90","R$ 11,53","R$ 11,53",/ps4-store-br/flockers-game-42016/
Metro 2033 Redux,"R$ 104,90","R$ 20,98","R$ 20,98","R$ 104,90","R$ 20,87","R$ 20,87",/ps4-store-br/metro-2033-redux-game-42022/
Plants vs. Zombies™ Garden Warfare,"R$ 99,50","R$ 29,85","R$ 29,85","R$ 99,50","R$ 19,90","R$ 19,90",/ps4-store-br/plants-vs-zombies-garden-warfare-game-42029/
The Last Of Us™ Remastered ,"R$ 79,90","R$ 39,95","R$ 39,95","R$ 79,90","R$ 39,95","R$ 39,95",/ps4-store-br/the-last-of-us-remastered-game-42040/
Don’t Starve: Console Edition,"R$ 79,90","R$ 19,97","R$ 19,97","R$ 79,90","R$ 15,62","R$ 15,62",/ps4-store-br/dont-starve-console-edition-game-42100/
LEGO® Marvel™ Super Heroes,"R$ 79,99","R$ 19,99","R$ 19,99","R$ 79,99","R$ 19,99","R$ 19,99",/ps4-store-br/lego-marvel-super-heroes-game-42124/
Wreckfest - Complete Edition,"R$ 264,90","R$ 172,18","R$ 172,18","R$ 264,90","R$ 172,18","R$ 172,18",/ps4-store-br/wreckfest-complete-edition-game-61847/
Blaster Master Zero,"R$ 41,50","R$ 20,75","R$ 20,75","R$ 41,50","R$ 20,75","R$ 20,75",/ps4-store-br/blaster-master-zero-game-57619/
Outbreak: Lost Hope,"R$ 69,90","R$ 34,95","R$ 27,96","R$ 69,90","R$ 34,95","R$ 27,96",/ps4-store-br/outbreak-lost-hope-game-63150/
MotoGP™20,"R$ 207,90","R$ 51,97","R$ 41,57","R$ 207,90","R$ 51,97","R$ 41,57",/ps4-store-br/motogp20-game-55170/
SnowRunner - Premium Edition,"R$ 289,90","R$ 173,94","R$ 173,94","R$ 289,90","R$ 173,94","R$ 173,94",/ps4-store-br/snowrunner-premium-edition-game-55409/
The Surge 1 and 2 - Dual Pack,"R$ 319,90","R$ 108,76","R$ 108,76","R$ 319,90","R$ 108,76","R$ 108,76",/ps4-store-br/the-surge-1-and-2-dual-pack-game-55642/
"Conan Exiles – Complete Edition, maio de 2020","R$ 644,50","R$ 451,15","R$ 451,15","R$ 644,50","R$ 451,15","R$ 451,15",/ps4-store-br/conan-exiles-complete-edition-maio-de-2020-game-55737/
Sakura Wars Digital Deluxe Edition,"R$ 332,90","R$ 166,45","R$ 166,45","R$ 332,90","R$ 166,45","R$ 166,44",/ps4-store-br/sakura-wars-digital-deluxe-edition-game-55837/
Utawarerumono: Prelude to the Fallen,"R$ 249,90","R$ 149,94","R$ 149,94","R$ 249,90","R$ 149,94","R$ 149,94",/ps4-store-br/utawarerumono-prelude-to-the-fallen-game-56314/
The Jackbox Party Trilogy 2.0,"R$ 364,90","R$ 255,43","R$ 255,43","R$ 364,90","R$ 182,45","R$ 182,45",/ps4-store-br/the-jackbox-party-trilogy-20-game-56894/
Kingdoms of Amalur: Re-Reckoning,"R$ 199,50","R$ 119,70","R$ 119,70","R$ 199,50","R$ 119,70","R$ 119,70",/ps4-store-br/kingdoms-of-amalur-re-reckoning-game-61359/
Takotan,"R$ 53,90","R$ 26,95","R$ 26,95","R$ 53,90","R$ 26,95","R$ 26,95",/ps4-store-br/takotan-game-61432/
13 Sentinels: Aegis Rim,"R$ 299,90","R$ 179,94","R$ 179,94","R$ 299,90","R$ 149,95","R$ 149,95",/ps4-store-br/13-sentinels-aegis-rim-game-59716/
The Last of Us Part II,"R$ 279,90","R$ 139,95","R$ 139,95","R$ 279,90","R$ 139,95","R$ 139,95",/ps4-store-br/the-last-of-us-part-ii-game-57212/
The Last of Us Part II Digital Deluxe Edition,"R$ 384,50","R$ 219,16","R$ 219,16","R$ 384,50","R$ 219,16","R$ 219,16",/ps4-store-br/the-last-of-us-part-ii-digital-deluxe-edition-game-57213/
Dance Collider,"R$ 104,90","R$ 52,45","R$ 41,96","R$ 104,90","R$ 52,45","R$ 41,96",/ps4-store-br/dance-collider-game-58037/
The Elder Scrolls Online: Greymoor,"R$ 249,90","R$ 82,33","R$ 82,33","R$ 249,90","R$ 82,33","R$ 74,84",/ps4-store-br/the-elder-scrolls-online-greymoor-game-57463/
The Elder Scrolls Online: Greymoor Collector’s Edition,"R$ 332,90","R$ 109,85","R$ 109,85","R$ 332,90","R$ 109,85","R$ 99,86",/ps4-store-br/the-elder-scrolls-online-greymoor-collectors-edition-game-57464/
F1 2020 - Deluxe Schumacher Edition,"R$ 289,90","R$ 86,97","R$ 86,97","R$ 289,90","R$ 86,97","R$ 86,97",/ps4-store-br/f1-2020-deluxe-schumacher-edition-game-57561/
Blaster Master Zero 2,"R$ 41,50","R$ 20,75","R$ 20,75","R$ 41,50","R$ 20,75","R$ 20,75",/ps4-store-br/blaster-master-zero-2-game-57620/
Edição Deluxe de Captain Tsubasa: Rise of New Champions,"R$ 454,90","R$ 211,74","R$ 211,74","R$ 454,90","R$ 211,74","R$ 211,74",/ps4-store-br/edicao-deluxe-de-captain-tsubasa-rise-of-new-champions-game-58912/
Robozarro,"R$ 37,50","R$ 15,00","R$ 15,00","R$ 37,50","R$ 15,00","R$ 15,00",/ps4-store-br/robozarro-game-57904/
Captain Tsubasa: Rise of New Champions,"R$ 299,90","R$ 149,95","R$ 149,95","R$ 299,90","R$ 149,95","R$ 149,95",/ps4-store-br/captain-tsubasa-rise-of-new-champions-game-58911/
FAIRY TAIL,"R$ 249,90","R$ 174,93","R$ 174,93","R$ 249,90","R$ 174,93","R$ 174,93",/ps4-store-br/fairy-tail-game-59977/
void TRRLM(); //Void Terrarium,"R$ 103,90","R$ 62,34","R$ 62,34","R$ 103,90","R$ 62,34","R$ 62,34",/ps4-store-br/void-trrlm-void-terrarium-game-58303/
"Warhammer 40,000: Mechanicus","R$ 199,50","R$ 99,75","R$ 99,75","R$ 199,50","R$ 99,75","R$ 99,75",/ps4-store-br/warhammer-40000-mechanicus-game-58557/
Ghost of Tsushima,"R$ 299,90","R$ 200,93","R$ 200,93","R$ 299,90","R$ 200,93","R$ 200,93",/ps4-store-br/ghost-of-tsushima-game-58558/
Trine: Ultimate Collection,"R$ 207,90","R$ 62,37","R$ 62,37","R$ 207,90","R$ 62,37","R$ 62,37",/ps4-store-br/trine-ultimate-collection-game-58574/
DASHBALL,"R$ 37,50","R$ 18,75","R$ 16,87","R$ 37,50","R$ 18,75","R$ 16,87",/ps4-store-br/dashball-game-58603/
Rock of Ages 3: Make and Break,"R$ 149,50","R$ 49,33","R$ 49,33","R$ 149,50","R$ 49,33","R$ 49,33",/ps4-store-br/rock-of-ages-3-make-and-break-game-58663/
Remnant: From the Ashes – Complete Edition,"R$ 264,90","R$ 158,94","R$ 158,94","R$ 264,90","R$ 158,94","R$ 158,94",/ps4-store-br/remnant-from-the-ashes-complete-edition-game-60367/
eFootball PES 2021 SEASON UPDATE ARSENAL EDITION,"R$ 254,90","R$ 65,96","R$ 65,96","R$ 254,90","R$ 65,96","R$ 65,96",/ps4-store-br/efootball-pes-2021-season-update-arsenal-edition-game-58806/
eFootball PES 2021 SEASON UPDATE FC BARCELONA EDITION,"R$ 254,90","R$ 65,96","R$ 65,96","R$ 254,90","R$ 65,96","R$ 65,96",/ps4-store-br/efootball-pes-2021-season-update-fc-barcelona-edition-game-58807/
eFootball PES 2021 SEASON UPDATE FC BAYERN MÜNCHEN EDITION,"R$ 254,90","R$ 65,96","R$ 65,96","R$ 254,90","R$ 65,96","R$ 65,96",/ps4-store-br/efootball-pes-2021-season-update-fc-bayern-munchen-edition-game-58808/
eFootball PES 2021 SEASON UPDATE JUVENTUS EDITION,"R$ 254,90","R$ 65,96","R$ 65,96","R$ 254,90","R$ 65,96","R$ 65,96",/ps4-store-br/efootball-pes-2021-season-update-juventus-edition-game-58809/
eFootball PES 2021 SEASON UPDATE MANCHESTER UNITED EDITION,"R$ 254,90","R$ 65,96","R$ 65,96","R$ 254,90","R$ 65,96","R$ 65,96",/ps4-store-br/efootball-pes-2021-season-update-manchester-united-edition-game-58810/
Black Desert: Conqueror Edition,"R$ 414,90","R$ 207,45","R$ 207,45","R$ 414,90","R$ 165,96","R$ 165,96",/ps4-store-br/black-desert-conqueror-edition-game-58811/
Black Desert: Explorer Edition,"R$ 207,90","R$ 103,95","R$ 103,95","R$ 207,90","R$ 83,16","R$ 83,16",/ps4-store-br/black-desert-explorer-edition-game-58812/
Black Desert: Traveler Edition,"R$ 124,90","R$ 62,45","R$ 62,45","R$ 124,90","R$ 49,96","R$ 49,96",/ps4-store-br/black-desert-traveler-edition-game-58813/
Dragon Marked For Death,"R$ 214,90","R$ 128,94","R$ 128,94","R$ 214,90","R$ 128,94","R$ 128,94",/ps4-store-br/dragon-marked-for-death-game-58865/
TY the Tasmanian Tiger HD,"R$ 159,90","R$ 105,53","R$ 105,53","R$ 159,90","R$ 105,53","R$ 105,53",/ps4-store-br/ty-the-tasmanian-tiger-hd-game-58996/
112th Seed,"R$ 26,90","R$ 13,45","R$ 13,45","R$ 26,90","R$ 13,45","R$ 13,45",/ps4-store-br/112th-seed-game-59073/
FINAL FANTASY CRYSTAL CHRONICLES Remastered Edition,"R$ 124,90","R$ 74,94","R$ 74,94","R$ 124,90","R$ 74,94","R$ 74,94",/ps4-store-br/final-fantasy-crystal-chronicles-remastered-edition-game-59267/
Skully,"R$ 149,50","R$ 44,85","R$ 44,85","R$ 149,50","R$ 44,85","R$ 44,85",/ps4-store-br/skully-game-59463/
DOOM Slayers Collection,"R$ 149,50","R$ 74,75","R$ 74,75","R$ 149,50","R$ 74,75","R$ 74,75",/ps4-store-br/doom-slayers-collection-game-62566/
Train Sim World® 2,"R$ 124,90","R$ 62,45","R$ 62,45","R$ 124,90","R$ 62,45","R$ 62,45",/ps4-store-br/train-sim-world-2-game-60324/
Railway Empire - Complete Collection,"R$ 164,90","R$ 82,45","R$ 82,45","R$ 164,90","R$ 82,45","R$ 82,45",/ps4-store-br/railway-empire-complete-collection-game-59706/
VELOZES E FURIOSOS ENCRUZILHADA,"R$ 249,90","R$ 65,96","R$ 65,96","R$ 249,90","R$ 65,96","R$ 65,96",/ps4-store-br/velozes-e-furiosos-encruzilhada-game-59728/
Zero Strain,"R$ 53,90","R$ 21,56","R$ 21,56","R$ 53,90","R$ 21,56","R$ 21,56",/ps4-store-br/zero-strain-game-59803/
Red Dead Redemption 2,"R$ 248,90","R$ 124,45","R$ 124,45","R$ 248,90","R$ 124,45","R$ 124,45",/ps4-store-br/red-dead-redemption-2-game-66562/
Thief Simulator,"R$ 83,50","R$ 62,62","R$ 62,62","R$ 83,50","R$ 62,62","R$ 62,62",/ps4-store-br/thief-simulator-game-59846/
PGA TOUR 2K21,"R$ 249,90","R$ 82,46","R$ 82,46","R$ 249,90","R$ 82,46","R$ 82,46",/ps4-store-br/pga-tour-2k21-game-60425/
New Super Lucky’s Tale,"R$ 164,90","R$ 127,92","R$ 119,92","R$ 164,90","R$ 115,43","R$ 98,94",/ps4-store-br/new-super-luckys-tale-game-60450/
FUSER™ VIP Edition,"R$ 503,41","R$ 352,38","R$ 352,38","R$ 503,41","R$ 352,38","R$ 352,38",/ps4-store-br/fuser-vip-edition-game-61616/
FUSER™,"R$ 298,90","R$ 149,45","R$ 149,45","R$ 298,90","R$ 149,45","R$ 149,45",/ps4-store-br/fuser-game-61615/
The Walking Dead Onslaught: Digital Deluxe,"R$ 214,90","R$ 107,45","R$ 107,45","R$ 214,90","R$ 107,45","R$ 107,45",/ps4-store-br/the-walking-dead-onslaught-digital-deluxe-game-61509/
Control Ultimate Edition,"R$ 214,90","R$ 128,94","R$ 128,94","R$ 214,90","R$ 107,45",Free,/ps4-store-br/control-ultimate-edition-game-61535/
Necromunda: Underhive Wars,"R$ 214,90","R$ 85,96","R$ 85,96","R$ 214,90","R$ 85,96","R$ 85,96",/ps4-store-br/necromunda-underhive-wars-game-61315/
Motorbike Racing Bundle,"R$ 319,90","R$ 63,98","R$ 63,98","R$ 319,90","R$ 63,98","R$ 63,98",/ps4-store-br/motorbike-racing-bundle-game-60602/
F1 2020,"R$ 249,90","R$ 74,97","R$ 74,97","R$ 249,90","R$ 74,97","R$ 74,97",/ps4-store-br/f1-2020-game-61013/
Bounty Battle,"R$ 124,50","R$ 43,57","R$ 43,57","R$ 124,50","R$ 43,57","R$ 43,57",/ps4-store-br/bounty-battle-game-61621/
WWE 2K Battlegrounds,"R$ 222,90","R$ 111,45","R$ 111,45","R$ 222,90","R$ 111,45","R$ 111,44",/ps4-store-br/wwe-2k-battlegrounds-game-62131/
Outbreak: The Nightmare Chronicles,"R$ 69,90","R$ 34,95","R$ 27,96","R$ 69,90","R$ 34,95","R$ 27,96",/ps4-store-br/outbreak-the-nightmare-chronicles-game-62408/
Mafia: Definitive Edition,"R$ 164,90","R$ 123,67","R$ 123,67","R$ 164,90","R$ 123,67","R$ 123,67",/ps4-store-br/mafia-definitive-edition-game-62494/
Mafia: Trilogy,"R$ 249,90","R$ 164,93","R$ 164,93","R$ 249,90","R$ 162,43","R$ 162,43",/ps4-store-br/mafia-trilogy-game-62495/
Warface: Breakout – Edição Definitiva,"R$ 239,90","R$ 47,98","R$ 47,98","R$ 239,90","R$ 47,98","R$ 47,98",/ps4-store-br/warface-breakout-edicao-definitiva-game-62798/
Let’s Sing Queen,"R$ 214,90","R$ 139,68","R$ 139,68","R$ 214,90","R$ 139,68","R$ 139,68",/ps4-store-br/lets-sing-queen-game-62999/
Remothered: Broken Porcelain,"R$ 149,50","R$ 74,75","R$ 74,75","R$ 149,50","R$ 74,75","R$ 74,75",/ps4-store-br/remothered-broken-porcelain-game-63427/
Dead by Daylight: Special Edition,"R$ 264,90","R$ 211,92","R$ 211,92","R$ 264,90","R$ 211,92","R$ 171,92",/ps4-store-br/dead-by-daylight-special-edition-game-63608/
The Jackbox Party Pack 7,"R$ 159,90","R$ 103,93","R$ 103,93","R$ 159,90","R$ 103,93","R$ 103,93",/ps4-store-br/the-jackbox-party-pack-7-game-63735/
Jurassic World Evolution: Edição Jurassic Park,"R$ 348,90","R$ 80,24","R$ 80,24","R$ 348,90","R$ 80,24","R$ 80,24",/ps4-store-br/jurassic-world-evolution-edicao-jurassic-park-game-64476/
Cobra Kai: The Karate Kid Saga Continues,"R$ 199,50","R$ 99,75","R$ 99,75","R$ 199,50","R$ 99,75","R$ 99,75",/ps4-store-br/cobra-kai-the-karate-kid-saga-continues-game-64624/
Chronos: Before the Ashes,"R$ 149,50","R$ 104,65","R$ 104,65","R$ 149,50","R$ 104,65","R$ 104,65",/ps4-store-br/chronos-before-the-ashes-game-65081/
Macrotis: A Mother’s Journey,"R$ 64,50","R$ 32,25","R$ 32,25","R$ 64,50","R$ 32,25","R$ 32,25",/ps4-store-br/macrotis-a-mothers-journey-game-64057/
DOOM Eternal: Year One Pass (Standalone),"R$ 122,90","R$ 92,17","R$ 92,17","R$ 122,90","R$ 92,17","R$ 92,17",/ps4-store-br/doom-eternal-year-one-pass-standalone-game-64058/
Battlefield™ V Edição Definitiva,"R$ 298,90","R$ 74,72","R$ 74,72","R$ 298,90","R$ 74,72","R$ 74,72",/ps4-store-br/battlefield-v-edicao-definitiva-game-64184/
Outbreak,"R$ 53,90","R$ 26,95","R$ 21,56","R$ 53,90","R$ 26,95","R$ 21,56",/ps4-store-br/outbreak-game-64190/
Ghostrunner,"R$ 159,90","R$ 111,93","R$ 111,93","R$ 159,90","R$ 111,93","R$ 111,93",/ps4-store-br/ghostrunner-game-64626/
The Legend of Heroes: Trails of Cold Steel IV Digital Deluxe Edition,"R$ 429,90","R$ 322,42","R$ 322,42","R$ 429,90","R$ 322,42","R$ 322,42",/ps4-store-br/the-legend-of-heroes-trails-of-cold-steel-iv-digital-deluxe-edition-game-64632/
Just Dance® 2021,"R$ 229,90","R$ 137,94","R$ 137,94","R$ 229,90","R$ 137,94","R$ 137,94",/ps4-store-br/just-dance-2021-game-65724/
UNTURNED,"R$ 133,90","R$ 100,42","R$ 100,42","R$ 133,90","R$ 100,42","R$ 100,42",/ps4-store-br/unturned-game-65797/
Santa’s Xmas Adventure,"R$ 44,50","R$ 13,35","R$ 11,12","R$ 44,50","R$ 13,35","R$ 11,12",/ps4-store-br/santas-xmas-adventure-game-64796/
Fishing Sim World: Bass Pro Shops Edition,"R$ 199,50","R$ 109,72","R$ 109,72","R$ 199,50","R$ 109,72","R$ 109,72",/ps4-store-br/fishing-sim-world-bass-pro-shops-edition-game-65038/
Twin Mirror,"R$ 159,90","R$ 103,93","R$ 103,93","R$ 159,90","R$ 103,93","R$ 103,93",/ps4-store-br/twin-mirror-game-65082/
Söldner-X 2: Final Prototype Definitive Edition,"R$ 53,90","R$ 32,34","R$ 32,34","R$ 53,90","R$ 32,34","R$ 32,34",/ps4-store-br/soldner-x-2-final-prototype-definitive-edition-game-65141/
Dying Light Anniversary Edition,"R$ 214,90","R$ 161,17","R$ 161,17","R$ 214,90","R$ 161,17","R$ 161,17",/ps4-store-br/dying-light-anniversary-edition-game-65268/
Devil May Cry 5,"R$ 103,90","R$ 83,12","R$ 83,12","R$ 103,90","R$ 83,12","R$ 83,12",/ps4-store-br/devil-may-cry-5-game-65449/
Let’s Sing 2021 - Platinum Edition,"R$ 399,90","R$ 259,93","R$ 259,93","R$ 399,90","R$ 259,93","R$ 259,93",/ps4-store-br/lets-sing-2021-platinum-edition-game-65843/
Fantasy Friends,"R$ 159,90","R$ 79,95","R$ 63,96","R$ 159,90","R$ 79,95","R$ 63,96",/ps4-store-br/fantasy-friends-game-66001/
"Pacote Assassin’s Creed®: Assassin’s Creed® Valhalla, Assassin’s Creed® Odyssey e Assassin’s Creed® Origins","R$ 664,90","R$ 265,96","R$ 265,96","R$ 664,90","R$ 265,96","R$ 265,96",/ps4-store-br/pacote-assassins-creed-assassins-creed-valhalla-assassins-creed-odyssey-e-assassins-creed-origins-game-66191/
Rusty Spout Rescue Adventure,"R$ 53,90","R$ 26,25","R$ 18,75","R$ 53,90","R$ 26,25","R$ 18,75",/ps4-store-br/rusty-spout-rescue-adventure-game-66442/
Drunken Fist,"R$ 42,90","R$ 30,03","R$ 30,03","R$ 42,90","R$ 30,03","R$ 30,03",/ps4-store-br/drunken-fist-game-67692/
Crystal Ortha,"R$ 79,90","R$ 59,92","R$ 55,92","R$ 79,90","R$ 59,92","R$ 55,92",/ps4-store-br/crystal-ortha-game-66706/
Morbid: The Seven Acolytes,"R$ 133,90","R$ 80,34","R$ 80,34","R$ 133,90","R$ 80,34","R$ 80,34",/ps4-store-br/morbid-the-seven-acolytes-game-66708/
